huc12,tohuc,name,areasqkm,states,sum.ras_crp_18_2012_50m,sum.ras_crp_18_2013_50m,sum.ras_crp_18_2014_50m,sum.ras_crp_18_2015_50m,sum.ras_crp_18_2016_50m,sum.ras_crp_18_2017_50m,sum.ras_crp_18_2018_50m,sum.ras_crp_18_2019_50m,sum.ras_crp_18_2020_50m,sum.ras_crp_18_2021_50m,sum.ras_crp_18_2022_50m
051202030302,051202030303,Owl Branch-Deer Creek,73.32,IN,4056.48291015625,3108.48291015625,2962.48291015625,3722.48291015625,3722.48291015625,3382.48291015625,3602.39453125,3572.39453125,3572.39453125,3238.39453125,2764.39453125
051202030303,051202030512,Deweese Branch-Deer Creek,84.87,IN,506.0014953613281,1062.00146484375,1277.0120849609375,1184.00146484375,1070.00146484375,1226.00146484375,1226.00146484375,1172.00146484375,1646.00146484375,1858,2856
051202080703,051202080806,Allens Creek-Lake Monroe,41.58,IN,0,0,0,0,0,0,0,0,0,0,0
051201080304,051201080410,Spring Branch-Mud Pine Creek,75.26,IN,20229.90234375,21395.90234375,22279.4296875,21541.90234375,44911.92578125,49065.203125,63017.10546875,63017.10546875,62409.10546875,61898.5703125,59358.5703125
051202080801,051202080802,Jackson Creek-Clear Creek,65.08,IN,0,0,0,0,0,0,0,0,0,0,0
051201080106,051201080203,Kenny Ditch-Wea Creek,73.73,IN,5235.380859375,4105.380859375,3452.6240234375,3789.381103515625,3560,4358,3404,2930,2924,2924,2742
051201080201,051201080202,North Fork Burnett Creek,46.97,IN,3964,3964,1816,1798,1798,1798,18436,18436,18436,18910,18910
051201080202,051201080203,Headwaters Burnett Creek,92.23,IN,5780,4662,6084,5780,11632,11632,11474,11474,11474,12214,12536
051202080802,051202080803,May Creek-Clear Creek,77.7,IN,0,0,0,0,0,0,0,0,0,0,0
051201080203,051201080502,Cedar Hollow-Wabash River,59.48,IN,6,6,164,6,6,6,0,0,0,0,0
051201080302,051201080303,Seamons Ditch-Mud Pine Creek,58.45,IN,17338.171875,16319.3740234375,15523.3740234375,12777.3740234375,12631.3740234375,13085.3740234375,22029.375,22041.375,22041.375,22041.375,24271.375
051202020902,051202020907,Veale Creek,43.58,IN,1124,994,1000,994,994,994,994,994,678,678,18
051201110703,051201110704,Paint Mill Lake,43.61,IN,0,0,6,0,150,150,150,150,150,150,150
051202030403,051202030404,Bledsoe Branch-Big Walnut Creek,49.08,IN,10307.3125,11887.3125,12045.3125,14194.4150390625,12045.3125,12045.3125,12063.3125,12525.3125,12525.3125,12525.3125,12525.3125
051202070703,051202070704,Storm Creek,60.31,IN,1616,1616,18,24,24,24,6,6,6,0,0
051202070704,051202070706,Mutton Creek,121.22,IN,2418,1816,1844,1686,1692,2166,2324,2324,2324,2294,2294
051201070204,051201070205,Town of Rossville-Middle Fork Wildcat Creek,43.5,IN,2920.972900390625,3109.622802734375,2799.622802734375,3303.622802734375,3303.622802734375,3303.622802734375,5229.623046875,5229.623046875,5059.623046875,5192.7724609375,4718.7724609375
051202080806,051202080807,Wolf Creek-Salt Creek,102.18,IN,41378.12890625,3829.083251953125,12595.0830078125,12047.0830078125,12023.0615234375,11871.0615234375,11871.0615234375,11871.0615234375,11847.0615234375,21980,21980
051202080803,051202080806,Little Clear Creek-Clear Creek,53.75,IN,968.938720703125,968.938720703125,968.938720703125,968.938720703125,968.938720703125,968.938720703125,968.938720703125,968.938720703125,968.938720703125,0,0
051202080804,051202080805,Hunter Creek-Little Salt Creek,76.89,IN,454,454,296,454,296,296,296,296,296,158,158
051202080805,051202080806,Knob Creek-Little Salt Creek,62.48,IN,3052,4458,4458,3924,3760,3602,3602,3128,3918,3918,3930
051202080807,051202081005,Goose Creek-Salt Creek,89.45,IN,1874,3344,3344,3344,9334,9334,9334,9370,9370,8702,8444
051202070403,051202070404,Brush Creek Reservoir-Brush Creek,67.61,IN,4416.09912109375,4422.09912109375,4592.09912109375,4258.09912109375,3930.099365234375,5741.80859375,5407.80859375,5401.80859375,5401.80859375,4927.80859375,4969.80859375
051202080901,051202080902,Headwaters Indian Creek,63.39,IN,0,117.83362579345703,381.8336181640625,381.8336181640625,381.8336181640625,381.8336181640625,375.8336181640625,375.8336181640625,375.8336181640625,375.8336181640625,375.8336181640625
051202080902,051202080903,Little Indian Creek-Indian Creek,93.78,IN,118,439.9674072265625,439.9674072265625,439.9674072265625,439.9674072265625,333.9674072265625,507.9674072265625,507.9674072265625,507.9674072265625,213.9674072265625,39.967411041259766
051202070705,051202070706,Polly Branch-Vernon Fork Muscatatuck Rover,93.64,IN,6088,6082,5450,4818,56281.28125,14540,14540,14230,14266,14266,17736
051202070706,051202070902,Grassy Creek-Vernon Fork Muscatatuck River,118.36,IN,7579.7451171875,8904,9493.7451171875,9159.7451171875,11941.8271484375,7707.7451171875,8187.7451171875,7707.7451171875,7063.7451171875,5429.7451171875,5241.7451171875
051201070408,051201070409,Town of Owasco-Wildcat Creek,53.91,IN,8925.3046875,9380.654296875,8596.654296875,9538.654296875,10430.654296875,10294.654296875,16582.654296875,16424.654296875,15798.654296875,15249.349609375,14933.349609375
051202070801,051202070803,Big Ox Creek,58.78,IN,2600,2606,2770,2606,2448,2594,2594,2278,2278,2278,2278
051202070404,051202070701,Long Branch-Vernon Fork Muscatatuck River,71.47,IN,3130,3130,2814,3446,5620,6566,7198,6360,6172,6178,6352
051202070803,051202070905,Henry Creek-Cammie Thomas Ditch,101.37,IN,4650.04345703125,4012.04345703125,4006.04345703125,4000.04345703125,3332.04345703125,3376.04345703125,3314.04345703125,2998.04345703125,2998.04345703125,2998.04345703125,2410.04345703125
051202070901,051202070902,Horse Lick-Grassy Fork,89.92,IN,4384,4254,4254,4218,4224,4236,3756,3410,3398,2754,2754
051202020904,051202020906,Roberson Ditch,45.85,IN,7746,6470,6788.052734375,6154,6154,6154,6154,6154,6154,5346,5346
051201080303,051201080304,Goose Creek-Mud Pine Creek,68.31,IN,16621.04296875,17271.04296875,15245.064453125,15047.04296875,31822.89453125,37089.140625,67763.515625,67763.515625,66967.515625,66955.515625,69483.515625
051201070409,051201050603,Dry Run-Wildcat Creek,97,IN,2540,2224,2224,2382,4134,7610,8242,8242,8242,7136,7360
071200021301,071200021302,Hanger Ditch-Beaver Creek,61.69,IN,3752,3336,3179.623291015625,3324,49108,6756,6756,6756,7072,7072,7072
071200020505,071200020506,Kent Ditch-Montgomery Ditch,81.61,IN,6786,8056,6458,6926,6452,6452,7564,7746,7898,7898,7424
051202020905,051202020906,Headwaters Kessinger Ditch,40.95,IN,6035.6669921875,5827.6669921875,6851.4921875,5639.6669921875,4169.6669921875,4163.6669921875,4163.6669921875,3647.666748046875,2857.666748046875,2913.666748046875,2439.666748046875
051202070903,051202070905,Pond Creek,67.75,IN,2854,2442,2448,1020,1974,1974,1810,1798,1798,1780,1780
051201111203,051201111602,Town of Dodds Bridge-Turman Creek,59.41,IN,1632.4090576171875,1790.4090576171875,1307.1558837890625,1000.4091186523438,7754.376953125,16212.376953125,16156.376953125,16156.376953125,15998.376953125,15937.9677734375,23196.9609375
051202070905,051202080104,Mill Creek-Muscatatuck River,76.57,IN,4802.689453125,5976.689453125,6103.52587890625,6102.2998046875,5908.2998046875,5762.2998046875,6868.2998046875,5754.81591796875,5596.81591796875,5596.81591796875,5420.81591796875
051201080401,051201080402,Roudebush Ditch-Big Pine Creek,45.66,IN,7178,7178,6698,7178,6862,6862,6862,6230,6230,6388,6388
051201080403,051201080405,Little Pine Creek,40.73,IN,5590,5590,6222,6678,15058,16322,16436,15488,15488,15488,15488
071200021302,071200021303,Deardruff Ditch-Beaver Creek,48.21,IN,11974,18726,17836,17918,20528,20528,20528,20212,20212,20212,19896
050902030804,050902030808,Middle Creek-Ohio River,74.32,"IN,KY",0,0,0,0,0,0,0,0,0,0,0
050902030808,050902031004,Lick Creek-Ohio River,58.18,"IN,KY",6,6,6,6,6,6,6,6,0,0,0
051202070505,051202070606,Hutto Creek-Stucker Ditch,87.35,IN,7236,7048,6936.33154296875,7094.33154296875,7094.33154296875,7082.33154296875,7082.33154296875,7082.33154296875,6608.33154296875,6274.33154296875,6274.33154296875
051202070103,051202070104,Middle Fork Creek,45.76,IN,0,0,0,0,0,0,0,0,0,0,0
051202070104,051202070105,Camp Creek-Big Creek,44.42,IN,1610,1610,1610,1610,1610,2418,2418,2418,2418,838,838
051202020605,051202020803,Singer Ditch-Black Creek,60.56,IN,862,862,862,862,862,862,862,534,534,534,492
051201070405,051201070406,Dearinger Ditch-Wildcat Creek,54.97,IN,5794.3896484375,8656.3896484375,8632.3896484375,8960.3896484375,8814.3896484375,7560.3896484375,7560.3896484375,7220.3896484375,7062.3896484375,7062.3896484375,6904.3896484375
051202020706,051202020707,Bethel Ditch-North Fork Prairie Creek,63.66,IN,1220,1889.5384521484375,1251.5384521484375,1573.5384521484375,1573.5384521484375,1573.5384521484375,1573.5384521484375,1312,1379.5384521484375,1233.5384521484375,1233.5384521484375
051201070108,051201070109,Taylor Run-Kokomo Creek,94.71,IN,10136,10136,10124,9948,11078,12500,11808,12124,11620,11426,11420
051201070109,051201070403,Cannon-Goyer Ditch-Wildcat Creek,67.54,IN,1798,1968,1804,1810,1810,2016,2410,2410,2392,2392,2198
051202070105,051202070603,Harberts Creek-Big Creek,76.06,IN,328,340,12,12,12,18,18,18,18,6,6
051202020701,051202020703,Flat Creek-South Fork Prairie Creek,51.16,IN,9334.2275390625,9334.2275390625,9481.3916015625,9323.3916015625,8533.3916015625,9323.3916015625,9323.3916015625,9323.3916015625,9323.3916015625,9165.3916015625,1026
051202020702,051202020704,Headwaters North Fork Prairie Creek,49.4,IN,656,656,644,632,474,474,474,474,158,158,158
051201111803,051201111804,Marsh Creek,61.75,IN,7206,8474,7356,7368,7368,7368,5608,5620,5978,3284,2810
051201111802,051201111804,Tilley Ditch-Maria Creek,57.47,IN,1020,850,1500,1154,1160,1476,1002,1002,1002,1002,1002
051201070302,051201070303,Shanty Creek-Kilmore Creek,42.68,IN,4244,4864,4238,4652,4652,4494,4008,4002,3522,3194,3364
051201070303,051201070306,Stump Ditch-Kilmore Creek,42.87,IN,3686,2896,2416,2896,2896,2896,2896,2896,2896,2896,3054
051201111801,051201111802,Headwaters Maria Creek,70.85,IN,4065,4065,3907,3409,3409,3409,3409,3409,3233,674,674
071200020303,071200020305,Dexter Ditch-Iroquois River,70.16,IN,18668.3671875,17672.3671875,17889.23828125,14258.3681640625,22177.462890625,22177.462890625,22177.462890625,20913.462890625,20577.462890625,19371.462890625,18897.462890625
051201070104,051201070107,Middle Fork Ditch,65.96,IN,9676,11226,8686,9008,9324,9324,8370,8370,8358,8358,9306
051201070105,051201070107,Grassy Fork,63.14,IN,5268,5292,3870,3080,3870,3074,3062,3074,2758,2734,2734
051202070202,051202070204,Little Graham Creek,62.47,IN,7102,7412,7238.16650390625,6938,6966.49951171875,6936.49951171875,7094.49951171875,6608.49951171875,6608.49951171875,6608.49951171875,5964.49951171875
071200011009,071200011010,Cornell Ditch-Phillips Ditch,50.91,IN,4714,5120,5272,5114,5078,5078,5236,5218,5218,4350,4508
051201111804,051201111901,Cotton Branch-Maria Creek,60.19,IN,1214,1214,1372,1214,1346,1346,1346,1346,1346,1334,1492
051201111901,051201111903,Smalls Creek-Wabash River,65.16,"IL,IN",2442,1962,2278,1962,4911.79296875,4911.79296875,4911.79296875,4911.79296875,4911.79296875,4911.79296875,4911.79296875
071200010901,071200010902,Headwaters Wolf Creek,46.63,IN,4126,4758,4600,4582,34753.69921875,34753.69921875,34753.69921875,34753.69921875,34753.69921875,34753.69921875,34753.69921875
051202020705,051202020707,Eagan Ditch-South Fork Prairie Creek,43.3,IN,12,12,12,12,12,12,12,12,0,0,0
051202070204,051202070605,Turkey Run-Graham Creek,114.5,IN,2770,3402,3390,3238,3844,3686,4950,4792,5108,4932,4774
071200010808,071200010809,Cook Ditch,67.62,IN,5843.763671875,5843.763671875,6038.0166015625,6469.763671875,5521.763671875,3580.058837890625,3580.058837890625,3580.058837890625,3580.058837890625,3580.058837890625,3580.058837890625
071200010809,071200011010,Davis Ditch-Kankakee River,62.6,IN,5539.27587890625,4668,3246,3082,4200,4200,4200,3854,3380,4534,3586
051202020707,051202020903,Killion Canal-Prairie Creek,96.57,IN,2660,9069.990234375,9537.990234375,9445.990234375,9451.990234375,9499.990234375,10722.2333984375,9234.2431640625,11220.2333984375,11888.2333984375,12836.2333984375
051201111902,051201111903,Snapp Creek-Kelso Creek,61.76,IN,3333.279296875,2689.279296875,2543.279296875,2531.279296875,3011.279296875,2932,2434,2276,2300,2300,2470
051201130202,051201130203,Swan Pond Ditch,75.88,IN,5975.88916015625,5975.88916015625,5987.92431640625,5659.88916015625,5664.78955078125,10972.7900390625,10972.7900390625,10966.7900390625,10960.7900390625,8078.78955078125,9854.7900390625
051201130203,051201130204,Vieke Drainage System Ditch-River Deshee,69.08,IN,5059.45947265625,5411.45947265625,5308.6220703125,5411.45947265625,5411.45947265625,10057.6640625,8893.9658203125,8893.9658203125,8577.9658203125,8577.9658203125,8335.9658203125
071200010904,071200011103,Cook Ditch-Hodge Ditch,69.1,IN,4010,5122,5438,11308,11952,11952,13974,13342,14132,7946,6816
071200010902,071200010903,Hickam Lateral-Wolf Creek,51.34,IN,5602.34228515625,7424.34228515625,6950.34228515625,7090.34228515625,23985.748046875,23037.748046875,27649.748046875,27649.748046875,27819.748046875,26871.748046875,26397.748046875
071200010903,071200010904,Delehanty Ditch-Hodge Ditch,51.03,IN,6761.65771484375,7393.65771484375,7551.65771484375,7393.65771484375,8043.65771484375,7885.65771484375,10729.6572265625,10753.6572265625,10061.6572265625,11015.6572265625,6591.65771484375
051202020802,051202020804,Pickel Ditch-Indian Creek,79.37,IN,2708,2708,1608,868,2376,2400,2400,2084,2084,2084,2084
051202070302,051202070303,Falling Timbers Branch-Otter Creek,60.38,IN,90,72,36,60,60,540,564,564,546,546,546
051202020803,051202020804,Smothers Creek-White River,68.92,IN,4139.9228515625,6477.9228515625,5860,5866,5866,6664,6882.666015625,6882.666015625,9046.666015625,9830.666015625,17904.666015625
051202020804,051202020903,Bens Creek-White River,43.17,IN,7850,7850,8002,7850,8008,8002,8002,8002,8002,8002,8002
051202020307,051202020309,Black Ankle Creek-Plummer Creek,60.89,IN,0,0,0,0,0,0,0,0,0,0,0
051201070203,051201070205,Campbells Run,81.89,IN,15280,13718,14024,13708,13720,14358,15448,16244,16244,16402,15928
071200011005,071200011010,Reeves Ditch,74.84,IN,1434,1434,802,802,164,164,164,164,164,164,158
071200011006,071200011010,Hannon Ditch-Crooked Creek,41.66,IN,1586,1586,1586,1586,3166,3166,3494,3494,3494,3494,3494
051202020903,051202020907,Hawkins Creek-White River,57.25,IN,4050.713623046875,5270.7138671875,9548.7138671875,9712.7138671875,9682.7138671875,15414.47265625,14770.47265625,14770.47265625,13980.47265625,18131.921875,18289.921875
051201110704,051201110904,Thompson Ditch-Honey Creek,81.1,IN,170,164,0,0,0,0,3998,3998,3998,3998,3998
051201111104,051201111105,Headwaters Prairie Creek,57.89,IN,3280,2958,2946,2934,2126,2126,2460,2460,3718.629638671875,3712.629638671875,5286.62939453125
051201111105,051201111106,Negro Ditch-Prairie Creek,92.4,IN,170,164,164,164,1352,1352,4694,6830,6830,7002,11382
051201111201,051201111202,Thunderbird Pond-Turman Creek,92,IN,2794,2976,2630,2630,2606,1652,1652,1652,1652,2572,3058
051202020403,051202020404,Sloan Ditch-Lattas Creek,40.12,IN,3852,528,522,528,498,498,498,498,498,498,10729.3056640625
051201070205,051201070311,Hog Run-Middle Fork Wildcat Creek,79.59,IN,4053.80908203125,3099.80908203125,4211.80908203125,3731.80908203125,5541.80908203125,5413.80908203125,8419.80859375,8425.80859375,8425.80859375,8865.80859375,6197.80908203125
051202020906,051202020907,Opossum Branch-Kessinger Ditch,87.39,IN,6651.68212890625,6081.68212890625,5884.68017578125,6081.68212890625,5917.68212890625,20941.703125,19477.703125,23575.111328125,35482.671875,36646.91015625,36330.91015625
051201070301,051201070303,Swamp Creek,44.85,IN,3676,3676,3124,3598,3754,3408,3108,3108,2616,2616,3406
051202070501,051202070502,Hog Creek,42.82,IN,1902,1902,2657.668212890625,2493.668212890625,2493.668212890625,2493.668212890625,1703.6683349609375,1703.6683349609375,913.66827392578125,913.66827392578125,913.66827392578125
051202070502,051202070505,Woods Fork-Stucker Ditch,72.88,IN,5228,5228,4438,4754,4286,4286,4122,4280,3642,3642,3642
051202020907,051202021001,Jackson Pond-White River,29.66,IN,816,896,896,896,896,1326,1326,846,3160.4404296875,5214.4404296875,5238.4404296875
051201111501,051201111502,Chowning Creek-Busseron Creek,78.22,IN,8416,5414,5414,8416,168,168,8392,8368,8386,8878,3720
051202021001,051202021003,Lick Creek-White River,58.36,IN,6688.12744140625,7532.12744140625,6360.12744140625,7532.12744140625,15062.486328125,21892.486328125,46416.48828125,47973.078125,47973.078125,46913.078125,47193.078125
051202021002,051202021006,McCoy Creek-Wilson Creek,51.49,IN,2644.522216796875,2882.575439453125,2906.575439453125,2676.575439453125,3150.575439453125,2352.575439453125,3632.982666015625,3238.982666015625,2602.982666015625,2524.982666015625,2524.982666015625
051202021004,051202021006,Little Conger Creek-Conger Creek,87.29,IN,15158.0859375,15502.0859375,14062.0859375,13916.0859375,10547.498046875,17639.921875,17633.921875,24053.0546875,24029.0546875,24019.0546875,22749.0546875
051201111502,051201111505,West Fork Busseron Creek,47.37,IN,0,0,0,0,0,0,0,0,5584,5584,5584
051202020309,051202020504,Burcham Branch-Plummer Creek,47.58,IN,889.57061767578125,889.57061767578125,889.57061767578125,889.57061767578125,889.57061767578125,889.57061767578125,731.57061767578125,731.57061767578125,731.57061767578125,56.726097106933594,56.726097106933594
071200011101,071200011103,Dehaan Ditch,94.51,IN,3529.908203125,3529.908203125,3213.908203125,3529.908203125,3529.908203125,3529.908203125,5005.908203125,5005.908203125,8323.908203125,8323.908203125,8007.908203125
051201111503,051201111504,Headwaters Big Branch,46.99,IN,480,480,480,480,0,0,790,790,790,790,790
071200011010,071200011103,Cobb Creek-Kankakee River,97.24,IN,13130,12522,13148,12838,13154,10778,10778,10936,11452,11768,14206
051202070503,051202070505,Kimberlin Creek,65.87,IN,656,18,18,18,0,18,18,18,18,18,18
051202070504,051202070505,Pigeon Roost Creek,65.37,IN,3781.49609375,3605.49609375,3775.49609375,3605.49609375,3763.49609375,3763.49609375,3289.49609375,3259.49609375,3259.49609375,1971.4962158203125,1971.4962158203125
051201070305,051201070308,Prairie Creek,69.57,IN,2472,3718,3742,3736,5474,6750,6276,6142,5662,4076,4070
071200011102,071200011103,Wentworth Ditch-Knight Ditch,116.69,IN,7508,7008,6376,7008,14565.9970703125,17693.998046875,20818.833984375,20818.833984375,20824.833984375,20824.833984375,17325.998046875
051202020501,051202020503,Lake Greenwood-First Creek,75.48,IN,0,0,0,0,0,0,0,0,0,0,0
051202020402,051202020403,Miller Creek-Lattas Creek,47.99,IN,2874,2874,2874,2084,2922,2084,2084,2078,2078,1124,5130.69384765625
051202020404,051202020504,Kelly Branch-White River,63.39,IN,896.918212890625,416.918212890625,896.918212890625,896.918212890625,896.918212890625,2354.918212890625,2372.918212890625,2548.918212890625,2548.918212890625,2548.918212890625,3306.918212890625
051202070601,051202070603,Little Creek,101.23,IN,382,1026,1026,1026,826,826,826,826,826,352,352
071200011202,071200011203,Mud Lake Ditch-Beaver Lake Ditch,40.86,IN,5834.18798828125,7760.18798828125,8074.56494140625,7760.18798828125,7760.18798828125,7760.18798828125,7760.18798828125,7760.18798828125,8218.1884765625,8218.1884765625,8218.1884765625
051201070304,051201070308,Talbert Ditch-South Fork Wildcat Creek,53.08,IN,5116,1604,3500,3506,3506,4405.29150390625,4405.29150390625,4405.29150390625,4247.29150390625,4089.29150390625,4089.29150390625
071200011103,071200011205,Brown Levee Ditch-Kankakee River,71.62,IN,5288.091796875,9706.091796875,9706.091796875,9706.091796875,33276.09375,19272.64453125,20870.64453125,20870.64453125,20712.64453125,19448.64453125,19764.64453125
071200011201,071200011202,Gregory Ditch-Mud Lake Ditch,44.42,IN,8068,164,322,0,0,0,1.1631497144699097,1.1631497144699097,1.1631497144699097,1.1631497144699097,0
051202070602,051202070603,Lewis Creek,41.56,IN,6,6,12,6,6,6,6,6,6,4588,4588
071200011303,071200011304,Spring Run,33,IN,1276,1276,474,1118,1118,1118,1118,1118,1118,1118,1118
051202060310,051202060501,Rock Creek-Sand Creek,95,IN,12766.6640625,12294.6640625,12774.6640625,10210.6640625,10702,10562,11480.2919921875,11638.2919921875,11656.2919921875,11020.572265625,11026.572265625
051202060401,051202060403,Grandview Lake-East Fork White Creek,43.19,IN,915.033447265625,787.033447265625,787.033447265625,1568.0399169921875,1580.0399169921875,1435.0064697265625,1459.0064697265625,1447.0064697265625,1447.0064697265625,2357.006591796875,2357.006591796875
051202020502,051202020504,Bogard Creek-Doans Creek,69.21,IN,2508,2466,2636,2466,1306,2466,2034,752,1390,1384,1384
051202020503,051202020506,Rocky Branch-First Creek,59.02,IN,1854.604736328125,1186.604736328125,2012.604736328125,2170.604736328125,1374.604736328125,1690.604736328125,1854.604736328125,694.60467529296875,1830.604736328125,2267.2626953125,2258.658203125
051202020508,051202020803,McGinnis Levee-White River,49.88,IN,2034,5212,4562,4884,4756,3972,6352,6352,9104,8546,8546
051201070306,051201070308,Kilmore Creek,70.51,IN,3766,3292,3602,3754,3760,3556.6103515625,3894.6103515625,3894.6103515625,3894.6103515625,3736.6103515625,3456.6103515625
051201070307,051201070308,Spring Creek,41.35,IN,1108.1944580078125,1108.1944580078125,792.1944580078125,1108.1944580078125,10208.1943359375,8882.1943359375,8408.1943359375,8408.1943359375,8408.1943359375,8408.1943359375,8408.1943359375
051201070308,051201070310,Jenkins Ditch-South Fork Wildcat Creek,92.34,IN,7939.8056640625,6287.8056640625,6123.8056640625,7095.8056640625,10887.8056640625,28642.513671875,33976.515625,33976.515625,34158.515625,32894.515625,32420.513671875
051202070603,051202070605,Neils Creek-Big Creek,56.74,IN,0,0,0,0,0,0,0,0,0,0,290
051202020601,051202020603,Headwaters Black Creek,89.37,IN,220.177001953125,220.177001953125,202.177001953125,1994.177001953125,1994.177001953125,1994.177001953125,2776.177001953125,2776.177001953125,2776.177001953125,2776.177001953125,2776.177001953125
051202070604,051202070605,Quick Creek-White Oak Branch,58.88,IN,1356,1338,1344,1338,1022,1332,1050,1050,1050,1150,1150
051202070605,051202070606,Coffee Creek-Muscatatuck River,101.93,IN,5048,5150,4500,4494,39430.63671875,16158,13922,13910,14074,13278,12932
051202060405,051202060601,Cooley Creek-White Creek,91.66,IN,14846.111328125,15132.111328125,14616.111328125,14786.1083984375,16693.99609375,16065.9970703125,18333.99609375,16383.9970703125,16207.9970703125,15175.9970703125,13011.9970703125
051202060402,051202060404,South Fork White Creek,43.57,IN,212,212,686,370,1160,1160,1160,1160,1160,832,832
051202060403,051202060404,East Fork White Creek,57.66,IN,4852,4536,4876,4548,4584,4584,4718,4858,4694,3734,4214
051202060404,051202060405,Headwaters White Creek,64.66,IN,6888.85498046875,6572.85498046875,6334.85498046875,6166.04833984375,5882.16015625,5945.193359375,5945.193359375,6577.193359375,6577.193359375,7033.193359375,7501.193359375
051201111504,051201111506,Mud Creek-Big Branch,43.92,IN,0,0,0,0,0,0,0,0,0,0,0
071200011304,071200011311,Greisel Ditch,42.95,IN,0,0,6,6,6,6,6,6,6,6,2382
071200011305,071200011311,Bryant Ditch-Singleton Ditch,60.91,IN,8696,8696,9012,8854,8854,9595.58203125,9443.58203125,9443.58203125,13051.58203125,13051.58203125,13051.58203125
051202020504,051202020506,Gilbert Creek-White River,44.75,IN,11551.82421875,12511.82421875,12505.82421875,12511.82421875,12013.82421875,12505.82421875,12013.82421875,12013.82421875,12013.82421875,9494.6689453125,4503.27392578125
051202020505,051202020506,Fourmile Creek,72.1,IN,3702,3210,3544,3210,4322,4550,4550,3630,3630,2940,5176
051202020506,051202020508,Vertrees Ditch-White River,61.42,IN,2181.842529296875,2181.842529296875,1713.842529296875,1549.842529296875,1506,1512,1512,2380,2374,4482.345703125,4482.345703125
051201070309,051201070311,Lauramie Creek,61.15,IN,660.7384033203125,660.7384033203125,660.7384033203125,660.7384033203125,660.7384033203125,344.7384338378906,508.7384338378906,508.7384338378906,344.7384338378906,344.7384338378906,344.7384338378906
051202070701,051202070705,Indian Creek-Vernon Fork Muscatatuck River,75.77,IN,820,820,820,24,6,638,2266,2266,1744,1756,1756
051201111506,051201111508,Kettle Creek-Busseron Creek,52.05,IN,278,764,764,764,761.37518310546875,761.37518310546875,761.37518310546875,761.37518310546875,761.37518310546875,4098.79052734375,4098.79052734375
051201111507,051201111509,Buttermilk Creek,54.09,IN,2782.79248046875,3572.79248046875,3256.79248046875,2782.79248046875,2782.79248046875,2782.79248046875,2782.79248046875,2782.79248046875,2782.79248046875,2209.822998046875,2209.822998046875
051201111508,051201111509,Morrison Creek-Busseron Creek,43.28,IN,978,1318,1318,1002,1016.6248168945313,542.62481689453125,1016.6248168945313,1010.6248168945313,524.62481689453125,1099.2093505859375,1099.2093505859375
051202070702,051202070705,Sixmile Creek,80.33,IN,4308,4308,4302,4770,3342,3190,3190,3196,3026,3384,3384
051202060501,051202060502,Peters Lake-Thompson Slough,64.68,IN,8396,7364,8086,6738,6574,5790,5906,5674,4240,4234,4234
051202060502,051202060503,Heddy Run-East Fork White River,47.66,IN,316,0,486,486,486,486,1282,1282,1282,1282,1282
051202020507,051202020508,Kane Ditch-Smothers Creek,92.35,IN,4334.15771484375,4346.15771484375,4364.15771484375,3562.157470703125,3438,3438,5868.35400390625,5710.35400390625,5522.35400390625,5647.3505859375,5647.3505859375
051202020602,051202020604,Buck Creek,90.77,IN,3738,3738,3456,3298,3324,3432,2028,2034,2034,2034,1998
051202020603,051202020604,Brewer Ditch-Black Creek,51.8,IN,18,18,6,18,36,36,36,36,18,18,18
051201070311,051201070409,Town of Dayton-South Fork Wildcat Creek,76.22,IN,2412,1762,2000,1762,3966,3966,5072,4440,4440,5072,4926
071200011307,071200011311,Brown Ditch,55.34,IN,1269.9647216796875,1269.9647216796875,1269.9647216796875,1269.9647216796875,1269.9647216796875,1280.3831787109375,1280.3831787109375,1280.3831787109375,1280.3831787109375,1110.3831787109375,1110.3831787109375
051201111509,051201111512,Buck Creek-Busseron Creek,52.49,IN,1335.0306396484375,885.03057861328125,1055.0306396484375,1061.0306396484375,1268.7418212890625,1262.7418212890625,1256.7418212890625,1226.7418212890625,1226.7418212890625,1039.7113037109375,1039.7113037109375
051202060503,051202060601,Beatty Walker Ditch-East Fork White River,89.25,IN,4848,5006,5158,5638.0029296875,5638.0029296875,2430.0029296875,4636.0029296875,4636.0029296875,4636.0029296875,4478.0029296875,4314.0029296875
051201111510,051201111512,Middle Fork Creek,64.03,IN,6914,7060,7054,6580,6586,2236,2236,2236,2078,1756,1756
071200011311,071200011312,Bruce Ditch-Singleton Ditch,63.99,IN,2524.797607421875,2524.797607421875,2518.507568359375,2524.797607421875,2524.797607421875,2196.797607421875,2196.797607421875,2196.797607421875,2196.797607421875,2196.797607421875,2116.797607421875
051201070402,051201070403,Little Wildcat Creek,42.98,IN,1676,1858.064697265625,1864.064697265625,1846.064697265625,1327.99560546875,1831.99560546875,3125.99560546875,3441.99560546875,3429.99560546875,3429.99560546875,2627.930908203125
071200020103,071200020303,Jungles Ditch-Oliver Ditch,78.5,IN,13083.6318359375,21322.359375,27596.359375,26888.359375,45465.5859375,45207.5859375,46953.5859375,45285.5859375,44063.5859375,43589.58203125,43589.58203125
071200010704,071200010705,Bailey Ditch-Kankakee River,50.81,IN,37055.04296875,33664.9296875,31769.04296875,31459.04296875,32915.45703125,34149.22265625,39932.22265625,39356.02734375,38079.3203125,34964.11328125,41116.11328125
