huc12,tohuc,name,areasqkm,states,sum,area_sqkm
051201110102,051201110104,Salt Fork,36.56,"IL,IN",12176.0732421875,30.44018310546875
051201110104,051201110302,Goose Creek-Crabapple Creek,39,"IL,IN",12368.517578125,30.9212939453125
051201110301,051201110302,Coal Creek,67.2,"IL,IN",19600.779296875,49.0019482421875
050800030713,050800030715,Richalnd Creek-East Fork Whitewater River,49.62,IN,10871.458984375,27.1786474609375
050800030401,050800030404,Lick Creek-Whitewater River,56.58,IN,13447.1025390625,33.61775634765625
051201040103,051201040104,Thorn Creek-Blue River,49.32,IN,11020.4228515625,27.55105712890625
051201040104,051201040304,Blue Babe Branch-Blue River,50.6,IN,8366.1962890625,20.91549072265625
050800030715,050800030717,Ellys Creek-East Fork Whitewater River,52.44,IN,8936.47265625,22.341181640625
051201110602,051201110604,North Coal Creek-Coal Creek,59.83,"IL,IN",15190.1328125,37.97533203125
051201110302,051201110303,Little Creek-Brouilletts Creek,71.91,"IL,IN",16682.125,41.7053125
051201110503,051201110504,Indian Creek-Sugar Creek,51.83,"IL,IN",9275.6748046875,23.18918701171875
051201110504,051201110605,East Little Sugar Creek-Sugar Creek,80.64,"IL,IN",10785.322265625,26.9633056640625
051201110902,051201110904,South Lake-Clear Creek,44.87,"IL,IN",5821.681640625,14.5542041015625
051201111101,051201111103,Neely Creek-Sugar Creek,59.88,"IL,IN",14416.322265625,36.0408056640625
051201111103,051201111106,Oxendine Bayou-Wabash River,44.98,"IL,IN",10635.16015625,26.587900390625
051201111303,051201111602,Kelley Bayou-Wabash River,57.09,"IL,IN",15172.4365234375,37.93109130859375
051201111603,051201111701,Buzzard Pond-Wabash River,33.16,"IL,IN",7633.78564453125,19.084464111328124
051201040203,051201040204,Krider Ditch-Eel River,47.53,IN,13578.794921875,33.9469873046875
051201130801,051201130803,Harmony Creek-Wabash River,60.6,"IL,IN",13246.9169921875,33.11729248046875
050800030714,050800030717,Hanna Creek,89.21,IN,22752.6640625,56.88166015625
051201040204,051201040304,Solon Ditch-Eel river,58.82,IN,12745.9228515625,31.86480712890625
050800030716,050800030717,Templeton Creek,58.1,IN,13079.0673828125,32.69766845703125
051201130204,051201130206,Big Slough-Wabash River,68.54,"IL,IN",17469.072265625,43.6726806640625
051201111703,051201111901,Old Busseron Creek-Wabash River,61,"IL,IN",14127.3427734375,35.31835693359375
051201111903,051201130201,Robeson Pond-Wabash River,46.6,"IL,IN",12943.5263671875,32.35881591796875
051201130206,051201130304,Wabash Pond-Wabash River,64.2,"IL,IN",15566.2470703125,38.91561767578125
051201130304,051201130305,Greathouse Creek-Wabash River,42.18,"IL,IN",8823.935546875,22.0598388671875
051201130305,051201130601,Scott Ditch-Wabash River,93.21,"IL,IN",24824.873046875,62.0621826171875
051201130601,051201130602,Goose Pond-Wabash River,91.66,"IL,IN",20301.12109375,50.752802734375
051201130602,051201130603,Onion Creek-French Creek,68.51,"IL,IN",16271.4658203125,40.67866455078125
051201130603,051201130801,Big Bayou-Wabash River,55.65,"IL,IN",12564.8828125,31.41220703125
050800030717,050800030804,Brookville Lake-East Fork Whitewater River,81.07,IN,4967.453125,12.4186328125
051201040205,051201040304,Emerick Branch-Gangwer Ditch,51.36,IN,14972.6806640625,37.43170166015625
051201130802,051201130803,Little Fox River-Fox River,55.5,"IL,IN",12689.82421875,31.724560546875
050800030804,050800030805,Little Cedar Creek-Whitewater River,69,IN,7493.478515625,18.7336962890625
040400010402,040400010403,Carver Ditch-East Arm Little Calumet River,72.02,IN,9018.5458984375,22.54636474609375
050800030805,050800030806,Blackburn Creek-Whitewater River,44.53,IN,1950.9658203125,4.87741455078125
051201010703,051201010704,Stites Ditch-Rock Creek,82.8,IN,28197.830078125,70.4945751953125
051201010704,051201011301,Elkenberry Ditch-Rock Creek,75.54,IN,24329.734375,60.8243359375
051201011102,051201011103,Bull Creek-Little River,51.35,IN,14596.859375,36.4921484375
050902030303,050902030304,East Fork Tanners Creek,61.4,IN,872.71051025390625,2.181776275634766
050902030403,050902030404,Allen Branch-South Hogan Creek,79.98,IN,574.43756103515625,1.4360939025878907
050902030404,050902030802,Elk Run-North Hogan Creek,46.8,IN,257.0807189941406,0.6427017974853516
051201010802,051201010803,Dowty Ditch-Wabash River,69.81,IN,18168.783203125,45.4219580078125
051201010804,051201011301,Griffin Ditch-Wabash River,55.94,IN,14826.984375,37.0674609375
051201010803,051201010804,Bender Ditch-Wabash River,41.51,IN,13612.96484375,34.032412109375
040500011103,040500011106,Cline Lake-Pigeon River,70.07,IN,11409.0849609375,28.52271240234375
051201010903,051201010904,Big Creek-Eightmile Creek,46.19,IN,11931.9140625,29.82978515625
051402011203,051402011204,Cowhide Slough-Ohio River,63.71,"IN,KY",13024.8740234375,32.56218505859375
050902030602,050902030604,Bear Creek,66.16,IN,5029.06591796875,12.572664794921875
050902030603,050902030604,Hayes Branch,51.92,IN,1540.9569091796875,3.852392272949219
051201010402,051201010405,Shirk Votaw Ditch-Camp Run,45.55,IN,12884.2216796875,32.21055419921875
050902030803,050902030804,Arnold Creek,74.68,IN,570.27459716796875,1.4256864929199218
050902030604,050902030702,Caesar Creek-Laughery Creek,79.71,IN,4105.92138671875,10.264803466796875
050902030702,050902030802,Laughery Creek,75.85,IN,1067.177001953125,2.6679425048828125
050902030805,050902030808,Grants Creek,56.97,IN,159.295654296875,0.3982391357421875
050902030901,050902030902,Headwaters Indian Creek,68.87,IN,2980.57763671875,7.451444091796875
050902030902,050902031010,Long Run-Indian Creek,100.39,IN,1437.72998046875,3.594324951171875
050902031005,050902031006,Bryant Creek,34.46,IN,669.6414794921875,1.6741036987304687
050902031007,050902031009,Log Lick Creek,61.28,"IN,KY",611.630615234375,1.5290765380859375
051201011005,051201011006,Little Indian Creek-Aboite Creek,44.77,IN,9426.2265625,23.56556640625
051201010403,051201010405,Bear Creek,65.17,IN,18803.435546875,47.0085888671875
051201010404,051201010405,Oakley Ditch-Limberlost Creek,54.62,IN,15990.1474609375,39.97536865234375
051201010405,051201010601,Votaw Ditch-Loblolly Creek,67.19,IN,18191.775390625,45.4794384765625
051201011006,051201011102,Cow Creek-Little River,62.67,IN,13916.8779296875,34.79219482421875
040500011104,040500011106,Buck Lake-Buck Creek,66.73,IN,9318.8017578125,23.29700439453125
051201010701,051201010703,Headwaters Rock Creek,67.86,IN,23752.404296875,59.3810107421875
051201010702,051201010703,Mossburg Ditch,43.87,IN,15289.625,38.2240625
051201011104,051201011303,Flint Creek-Little River,43.91,IN,5635.79443359375,14.089486083984376
040500011005,040500011008,Big Turkey Lake-Turkey Creek,44.59,IN,7954.64013671875,19.886600341796875
051201011201,051201011202,West Branch Clear Creek,42.82,IN,14034.6982421875,35.08674560546875
051201011406,051201011407,Gilbert Branch-Wabash River,45.45,IN,12152.087890625,30.3802197265625
051201011407,051201011602,Daniel Creek-Wabash River,66.06,IN,15371.376953125,38.4284423828125
040500011006,040500011007,Silver Lake-Pigeon Creek,52.43,IN,5703.89501953125,14.259737548828125
051201011002,051201011005,Beal Taylor Ditch-Aboite Creek,46.85,IN,7770.359375,19.4258984375
051201011101,051201011102,Flat Creek,68.05,IN,22568.978515625,56.4224462890625
040500011007,040500011009,Otter Lake-Pigeon Creek,42.47,IN,7769.455078125,19.4236376953125
051201011301,051201011303,Huntington Lake-Wabash River,41.41,IN,6746.9169921875,16.86729248046875
040500011009,040500011010,Green Lake-Pigeon Creek,54.97,IN,8045.529296875,20.1138232421875
051201011501,051201011502,Headwaters Pipe Creek,75.8,IN,27005.26171875,67.513154296875
051201011502,051201011505,Stony Creek-Pipe Creek,83.87,IN,27957.033203125,69.8925830078125
040500011010,040500011103,Mongo Millpond-Pigeon Creek,42.58,IN,7554.9130859375,18.88728271484375
040500011101,040500011102,East Fly Creek,62.65,IN,10267.43359375,25.668583984375
040500011102,040500011106,Fly Creek,49.43,IN,9499.619140625,23.7490478515625
051201011503,051201011505,Turkey Creek-Little Pipe Creek,55.27,IN,19310.634765625,48.2765869140625
051201011302,051201011303,Silver Creek,58.75,IN,15765.4951171875,39.41373779296875
040500011105,040500011107,Page Ditch,51.19,IN,4279.11474609375,10.697786865234375
040500011106,040500011107,VanNatta Ditch-Pigeon River,82.31,IN,13509.2138671875,33.77303466796875
040500011201,040500011204,Emma Lake-Emma Ditch,88.8,IN,9483.048828125,23.7076220703125
051201011103,051201011104,Mud Creek-Little River,40.64,IN,11538.97265625,28.847431640625
051201011401,051201011403,Enyeart Creek-Wabash River,56.07,IN,12100.9423828125,30.25235595703125
051201011202,051201011303,Headwaters Clear Creek,103.32,IN,26372.939453125,65.9323486328125
040500011202,040500011204,Little Elkhart River Ditch,48.11,IN,5502.5224609375,13.75630615234375
040500011203,040500011204,Rowe Eden Ditch,78.11,IN,8604.6630859375,21.51165771484375
040500011204,040500011205,Mather Ditch-Little Elkhart River,74.54,IN,5256.388671875,13.1409716796875
051201011303,051201011305,Town of Andrews-Wabash River,41.17,IN,5333.140625,13.3328515625
051201011304,051201011305,Loon Creek,55.57,IN,14970.0625,37.42515625
040500011205,040500012001,Duck Lake-Little Elkhart River,46.28,IN,2486.16748046875,6.215418701171875
040500010804,040500010805,Town of Orland-Fawn River,42.2,IN,9226.71484375,23.066787109375
040400010506,040400010508,Duck Creek,38.65,IN,6100.98974609375,15.252474365234375
040500011502,040500011503,Dallas Lake-Little Elkhart Creek,53.88,IN,8350.9345703125,20.87733642578125
040500011503,040500011506,Oliver Lake-Little Elkhart Creek,40.99,IN,5651.046875,14.1276171875
051201011305,051201011401,Hanging Rock-Wabash River,44.44,IN,9119.142578125,22.7978564453125
040500011506,040500011507,Jones Lake-North Branch Elkhart River,105.46,IN,17492.984375,43.7324609375
040500011507,040500011802,Huston Ditch-North Branch Elkhart River,74.85,IN,18545.78125,46.364453125
040500011605,040500011802,Diamond Lake-South Branch Elkhart River,92.73,IN,13954.2041015625,34.88551025390625
040500010802,040500010804,Tamarack Lake,52.44,IN,4845.568359375,12.1139208984375
040500010803,040500010804,Lake James-Crooked Creek,44.8,IN,3206.599365234375,8.016498413085937
051201011402,051201011403,Stone Creek-Treaty Creek,78.01,IN,19940.701171875,49.8517529296875
051201011403,051201011405,Burr Creek-Wabash River,45.53,IN,9966.537109375,24.9163427734375
051201011405,051201011406,Kentner Creek,75.46,IN,17977.69921875,44.944248046875
051201011404,051201011406,Ridgeway Creek,41.81,IN,12818.939453125,32.0473486328125
051201010603,051201010604,Johns Creek-Sixmile Creek,82.42,IN,28231.373046875,70.5784326171875
051201080408,051201080409,Harrington Ditch-Big Pine Creek,52.14,IN,18793.3828125,46.98345703125
051201010604,051201010801,Rice Ditch-Wabash River,55.3,IN,15836.7275390625,39.59181884765625
051202010111,051202010305,Muncie Creek-White River,34.81,IN,6669.880859375,16.6747021484375
051202081004,CLOSED BASIN,Town of Bryantsville,34.57,IN,1990.87353515625,4.977183837890625
051201011001,051201011002,Seegar Ditch,44.98,IN,10853.2470703125,27.13311767578125
051201011004,051201011006,Graham McCulloch Ditch Number One-Little River,88.49,IN,9120.23046875,22.800576171875
051202030508,051202030509,Belle Union Branch-Mill Creek,52.28,IN,16045.7998046875,40.11449951171875
051201030404,051201030501,Holdren Ditch-Mississinewa River,52.73,IN,14211.193359375,35.5279833984375
051202030512,051202030704,Cagles Mill Lake-Mill Creek,80.77,IN,2994.43603515625,7.486090087890625
051202030703,051202030704,Jordan Creek,99.84,IN,4853.9638671875,12.13490966796875
051202081202,CLOSED BASIN,Town of Orleans,49.4,IN,9230.72265625,23.076806640625
051202081205,051202081206,Water Run-Lost River,93.2,IN,18761.603515625,46.9040087890625
051202081206,051202081305,Dry Branch-Lost River,80.26,IN,5341.90380859375,13.354759521484375
051201020405,051201020406,Salamonie Lake-Salamonie River,94.12,IN,21375.888671875,53.4397216796875
051201090801,051201090802,Leuck Ditch-North Fork Vermilion River,82.22,"IL,IN",30198.9765625,75.49744140625
051201030206,051201030402,Dinner Creek-Mississinewa River,80.16,IN,24597.4375,61.49359375
051201081102,051201081104,Jonathan Creek,45.46,"IL,IN",14306.8154296875,35.76703857421875
051201061309,051201050602,Wallys Woods Lake-Tippecanoe River,48.33,IN,9537.361328125,23.8434033203125
051201090703,051201090706,Middle Branch North Fork Vermilion River,77.82,"IL,IN",29389.486328125,73.4737158203125
051201090802,051201090803,Town of Cheneyville-North Fork Vermillion River,80.21,"IL,IN",28895.30078125,72.238251953125
051201090902,051201090903,Huffman Cemetery-Stony Creek,45.73,"IL,IN",17155.947265625,42.8898681640625
051201040201,051201040202,Benward Ditch-Eel River,50.7,IN,9976.8857421875,24.94221435546875
051201040406,051201040407,Nelson Ditch-Clear Creek,48.57,IN,13986.9765625,34.96744140625
051201111106,051201111303,Town of Riverview-Wabash River,43.43,"IL,IN",8224.3896484375,20.56097412109375
051202010401,051202010402,Yeager Finley Manard Ditch-Pipe Creek,47.57,IN,15567.8369140625,38.91959228515625
051201111701,051201111703,Sugar Creek-Wabash River,91.91,"IL,IN",20843.765625,52.1094140625
051201130201,051201130204,England Ditch-Wabash River,74.58,"IL,IN",20414.759765625,51.0368994140625
051201090907,051201081602,Whippoorwill Branch-Vermilion River,68.22,"IL,IN",14660.408203125,36.6510205078125
051201110903,051201110904,Crooked Creek,38,"IL,IN",8679.6533203125,21.69913330078125
051201110904,051201111103,Hawks Creek-Wabash River,124.24,"IL,IN",21815.052734375,54.5376318359375
051202030810,051202030811,Brush Creek-Eel River,53.33,IN,2838.750732421875,7.096876831054687
051201080509,051201080510,West Fork Kickapoo Creek-Kickapoo Creek,39.72,IN,10262.5546875,25.65638671875
051202030804,051202030805,Conneley Ditch-Eel River,80.52,IN,20427.66796875,51.069169921875
051201081601,051201081603,Jim Branch-Mill Creek,82.29,IN,17411.900390625,43.5297509765625
051201081603,051201081605,Shell Lake-Wabash River,21.01,IN,4138.6337890625,10.34658447265625
051202011104,051202011105,Lion Creek-Little Eagle Creek,75.85,IN,15179.33203125,37.948330078125
051202040806,051202040807,De Prez Ditch-Big Blue River,72.48,IN,20355.7578125,50.88939453125
051202050102,051202050104,Applebutter Creek-Flatrock River,85.73,IN,25171.5078125,62.92876953125
051201050502,051201050507,Peter Ditch,41.72,IN,14405.806640625,36.0145166015625
051201050507,051201050508,Munson Ditch-Deer Creek,102.04,IN,31475.076171875,78.6876904296875
051202040904,051202050606,Catherine Creek-Driftwood River,99.87,IN,7060.9951171875,17.65248779296875
051201080703,051201080704,Charles Ludlow Ditch-North Fork Coal Creek,59.56,IN,19959.541015625,49.8988525390625
051202040102,051202040103,Summit Lake Reservoir-Big Blue River,61.33,IN,9664.7216796875,24.16180419921875
051202081501,051202081502,East Fork Mill Creek-Mill Creek,50.71,IN,10489.20703125,26.223017578125
051202081401,CLOSED BASIN,Half Moon Lake,54.69,IN,874.31707763671875,2.1857926940917967
051201100102,051201100105,Scott Wincoop Ditch-Sugar Creek,122.79,IN,43096.796875,107.7419921875
051201100104,051201100107,Ross Ditch-Browns Wonder Creek,66.29,IN,21850.052734375,54.6251318359375
051201080607,051201080608,Bear Creek-Wabash River,70.92,IN,13370.7685546875,33.42692138671875
051201080701,051201080703,Headwaters North Fork Coal Creek,53.29,IN,18009.33984375,45.023349609375
051202011302,051202011303,Wiley Thompson Ditch-White Lick Creek,89.52,IN,19939.2109375,49.84802734375
051202050302,051202050303,Mud Creek-Conns Creek,69.05,IN,23892.21484375,59.730537109375
051201060407,051201060408,Lake Sixteen-Chippewanuck Creek,47.4,IN,9578.9873046875,23.94746826171875
051202090103,051202090104,Little Patoka River-Patoka Lake,53.49,IN,390.69354248046875,0.9767338562011719
051202010501,051202010502,Todd Ditch-Big Duck Creek,45.61,IN,16722.6953125,41.80673828125
051202010602,051202010603,Headwaters Cicero Creek,53.39,IN,18750.185546875,46.8754638671875
051201100201,051201100204,Headwaters Little Potato Creek,47.24,IN,16935.701171875,42.3392529296875
051202090102,051202090104,Youngs Creek-Patoka River,94.53,IN,680.44140625,1.701103515625
051201100202,051201100204,Bower Creek-Lye Creek,48.27,IN,17804.15234375,44.510380859375
051202090106,051202090402,Painter Creek-Patoka River,94.42,IN,652.462158203125,1.6311553955078124
051202020801,051202020803,Pollard Ditch,66.02,IN,15580.5048828125,38.95126220703125
051202070401,051202070402,Headwaters Vernon Fork Muscatatuck River,82.3,IN,20182.79296875,50.456982421875
051201040507,051201040508,Bachelor Creek,45.23,IN,15533.701171875,38.8342529296875
051201110404,051201110406,Sulphur Creek,59.84,IN,5196.64306640625,12.991607666015625
051202070201,051202070203,Headwater Graham Creek,61.89,IN,11887.5830078125,29.71895751953125
051201070310,051201070311,Town of Mulberry-South Fork Wildcat Creek,53.97,IN,13931.330078125,34.8283251953125
051201080707,051201080708,Rose Hill Cemetery-East Fork Coal Creek,56.86,IN,13978.15625,34.945390625
051202090402,051202090403,Davis Creek-Patoka River,88.57,IN,5808.25927734375,14.520648193359374
051202090403,051202090404,Beaver Creek-Patoka River,97.91,IN,8780.7880859375,21.95197021484375
051201080803,051201081602,Collett Pond-Wabash River,80.23,IN,12990.494140625,32.4762353515625
051201080903,051201081602,Coffing Brothers Lake-Coal Creek,115.83,IN,20525.83203125,51.314580078125
051201100204,051201100406,Little Potato Creek-Lye Creek,65.21,IN,20942.66796875,52.356669921875
051202050502,051202050503,Slash Creek,57.27,IN,18301.5859375,45.75396484375
051201110406,051201110604,Waterworks Creek-Otter Creek,71.69,IN,7736.9716796875,19.34242919921875
051201081208,051201081402,Mansfield Reservoir-Big Raccoon River,59.65,IN,7988.20947265625,19.970523681640625
051202020308,051202020309,Ore Branch-Richland Creek,53.78,IN,1276.5421142578125,3.1913552856445313
051202070402,051202070403,Flatrock Creek-Vernon Fork Muscatatuck River,71.19,IN,12035.6767578125,30.08919189453125
051201111702,051201111703,Shaker Prairie Ditch,61.88,IN,19579.68359375,48.949208984375
051202060301,051202060304,City of Greensburg-Sand Creek,44.68,IN,11155.3740234375,27.88843505859375
051201130708,051201130709,McAdoo Creek,45.99,IN,13539.1552734375,33.84788818359375
051201081201,051201081202,Headwaters Big Raccoon Creek,71.11,IN,23200.296875,58.0007421875
051202050604,051202050605,Headwaters Haw Creek,66.17,IN,20303.083984375,50.7577099609375
051201070106,051201070107,Irwin Creek-Mud Creek,53.18,IN,18679.953125,46.6998828125
051202090701,051202090702,Houchin Ditch-South Fork Patoka River,75.51,IN,4622.00732421875,11.555018310546876
051202050605,051202050606,Outlet Haw Creek,80.57,IN,22695.39453125,56.738486328125
051202050606,051202060205,City of Columbus-Flatrock River,63.25,IN,12987.6435546875,32.46910888671875
051201070107,051201070109,Kokomo Waterworks Reservoir Number Two-Wildcat Creek,87.84,IN,25492.083984375,63.7302099609375
051201070401,051201070402,West Fork Little Wildcat Creek,47.6,IN,12706.5478515625,31.76636962890625
051201040701,051201040703,East Branch Twelve Mile Creek,63.59,IN,19127.22265625,47.818056640625
051201040702,051201040703,West Branch Twelve Mile Creek,52.38,IN,16076.5244140625,40.19131103515625
051201060608,051201060903,Tyler Weisjahn Ditch-Tippecanoe River,50.1,IN,12853.6845703125,32.13421142578125
051202060101,051202060103,North Branch Clifty Creek,52.48,IN,17978.8125,44.94703125
051202060102,051202060103,Middle Branch Clifty Creek,66.22,IN,22263.5703125,55.65892578125
051201111202,051201111203,West Fork Turman Creek-Turman Creek,84.47,IN,23500.12890625,58.750322265625
051201130301,051201130302,Skelton Creek-Brown Ditch,56.07,IN,16913.236328125,42.2830908203125
051202020901,051202020902,Hurricane Branch-Veale Creek,56.64,IN,13587.08984375,33.967724609375
051202090806,051202090807,Trippet Ditch-Patoka River,41.1,IN,9343.3603515625,23.35840087890625
051201111505,051201111506,Sulphur Creek-Busseron Creek,49.97,IN,5327.0107421875,13.31752685546875
051201111602,051201111603,Turtle Creek-Wabash River,68.67,"IL,IN",12238.5634765625,30.59640869140625
051202020604,051202020605,Calico Slash Ditch-Black Creek,50.49,IN,17403.681640625,43.5092041015625
051201040703,051201040705,Twelve Mile Creek,21.86,IN,5301.41845703125,13.253546142578125
051202060203,051202060205,Denios Creek,47.83,IN,5243.2333984375,13.10808349609375
051201061303,051201061305,Dieter Ditch-Big Creek,61.21,IN,22530.5078125,56.32626953125
051201061203,051201061204,Hollingsworth Ditch-Hoagland Ditch,84.65,IN,31446.58984375,78.616474609375
051201070407,051201070408,Hurricane Creek-Wildcat Creek,47.72,IN,12263.0849609375,30.65771240234375
051202021005,051202021006,Upper River Deshee,120.05,IN,37410.05859375,93.525146484375
051202070606,051202070902,Dens Ford Ditch-Muscatatuck River,46.67,IN,7161.27978515625,17.903199462890626
051202021003,051202021006,Buckhorn Creek-White River,78.9,IN,18517.15625,46.292890625
051201081302,051201081303,Demeree Creek-Little Raccoon Creek,92.31,IN,22943.197265625,57.3579931640625
051202060302,051202060304,Muddy Fork Sand Creek,51.11,IN,13866.28125,34.665703125
051201080104,051201080106,Elliott Ditch,48.15,IN,6220.1435546875,15.55035888671875
051202090807,051201130304,Hull Ditch-Patoka River,60.97,IN,14827.8818359375,37.06970458984375
051202090703,051202090802,Wheeler Creek-South Fork Patoka River,61.99,IN,4106.2646484375,10.26566162109375
051202090702,051202090703,Honey Creek-South Fork Patoka River,57.41,IN,4969.4560546875,12.42364013671875
051202010703,051202010704,William Lock Ditch-Stony Creek,43.56,IN,13241.7275390625,33.10431884765625
051202010705,051202011002,Mallery Granger Ditch-White River,89.02,IN,11182.83984375,27.957099609375
051202080605,051202080606,Brummett Creek-North Fork Salt Creek,96.55,IN,838.15472412109375,2.095386810302734
051202060304,051202060305,Lost Fork-Sand Creek,60.91,IN,13081.0283203125,32.70257080078125
051202070902,051202070905,Smart Ditch-Muscatatuck River,47.31,IN,5383.8583984375,13.45964599609375
051202070904,051202070905,Delaney Creek,88.93,IN,4942.39111328125,12.355977783203125
051201080402,051201080404,Pine Creek Ditch-Big Pine Creek,79.76,IN,27483.677734375,68.7091943359375
051201050302,051201050303,Outlet Rattlesnake Creek,35.88,IN,10274.705078125,25.6867626953125
051202080303,051202080304,Mill Creek,52.65,IN,6145.046875,15.3626171875
051202080701,051202080702,Jacobs Creek-Monroe Lake,116.87,IN,27,0.0675
051201050402,051201050405,Wise Ditch-Deer Creek,47.24,IN,16399.568359375,40.9989208984375
051202020704,051202020706,Barnes Branch-North Fork Prairie Creek,46.88,IN,7604.46533203125,19.011163330078126
051202090802,051202090804,Robinson Creek-Patoka River,53.62,IN,7685.9541015625,19.21488525390625
051202090804,051202090805,Yellow Creek-Patoka River,51.58,IN,9693.4580078125,24.23364501953125
051202090805,051202090806,Indian Creek-Patoka River,42.62,IN,7146.51318359375,17.866282958984375
051201030103,051201030104,Jordon Creek-Mississinewa River,66.8,"IN,OH",21215.69921875,53.039248046875
051201081403,051201081503,Cox Number One Ditch-Big Raccoon Creek,62.78,IN,12064.2666015625,30.16066650390625
050800020801,050800020802,Cottage Grove Creek-Indian Creek,41.5,IN,14310.84765625,35.777119140625
050800030502,050800030505,Righthand Fork Salt Creek-Salt Creek,73.23,IN,8159.1533203125,20.39788330078125
050902030505,050902030506,Walnut Fork-Laughery Creek,60.63,IN,8916.2890625,22.29072265625
050902030401,050902030404,Headwaters North Hogan Creek,113.38,IN,6181.65966796875,15.454149169921875
050902030402,050902030403,Headwaters South Hogan Creek,92.15,IN,7552.60107421875,18.881502685546874
050902030504,050902030505,North Branch Ripley Creek-Ripley Creek,60.4,IN,7917.5341796875,19.79383544921875
050902030701,050902030702,South Fork Laughery Creek,96.07,IN,3539.5712890625,8.84892822265625
051401010202,051401010205,Wilson Fork,47.57,IN,2713.51611328125,6.783790283203125
051401010401,051401010403,East Fork Fourteenmile Creek,44.24,IN,8070.2587890625,20.17564697265625
051401010605,051401010904,Lentzier Creek-Ohio River,109.6,"IN,KY",1122.5775146484375,2.806443786621094
051401041405,051402010204,Lick Run-Ohio River,42.33,"IN,KY",1192.039794921875,2.9800994873046873
051401041001,051401041002,Flippins Run-Ohio River,172.87,"IN,KY",9710.205078125,24.2755126953125
051401041004,051401041403,Potato Run-Ohio River,97.18,"IN,KY",1798.8360595703125,4.497090148925781
051402020603,051402020605,Cypress Slough,67.35,IN,19239.947265625,48.0998681640625
051401010204,051401010205,West Fork Indian Kentuck Creek,72.94,IN,3634.138916015625,9.085347290039062
051401010302,051401010304,Crooked Creek-Ohio River,117.1,"IN,KY",7481.69873046875,18.704246826171875
051401010602,051401010603,Pattons Creek-Ohio River,133.76,"IN,KY",1961.48486328125,4.903712158203125
051401010403,051401010404,Rogers Run-Fourteenmile Creek,95.75,IN,13444.60546875,33.611513671875
051401010402,051401010403,West Fork Fourteenmile Creek,47.4,IN,6655.25927734375,16.638148193359374
051401040402,051401040403,Lazy Creek-Little Indian Creek,98.05,IN,3449.8935546875,8.62473388671875
051401040403,051401040502,Raccoon Branch-Indian Creek,119.02,IN,6697.83984375,16.744599609375
051401040502,051401041004,Indian Creek,92.31,IN,2219.95068359375,5.549876708984375
051402010405,051402010703,City of New Boston-Anderson River,92.39,IN,5861.5712890625,14.65392822265625
051402010503,051402010703,Cedar Crest Lake-Crooked Creek,57.27,IN,6522.07470703125,16.305186767578125
051401010904,051401010906,Fall Run-Ohio River,147.99,"IN,KY",469.51556396484375,1.1737889099121093
051402020401,051402020602,Eagle Creek-Ohio River,159.53,"IN,KY",18575.564453125,46.4389111328125
051402020605,051402020705,Beaverdam Creek-Ohio River,123.97,"IN,KY",23308.119140625,58.2702978515625
051402011202,051402011203,Jackson Creek-Ohio River,136.74,"IN,KY",22382.23828125,55.955595703125
051401010701,051401010702,Souders Branch-Muddy Fork,59.63,IN,962.412841796875,2.4060321044921875
051401010404,051401010604,Dry Branch-Fourteenmile Creek,74.48,IN,4786.38427734375,11.965960693359374
051401010801,051401010805,Miller Fork,48.73,IN,1390.787841796875,3.4769696044921874
051401040204,051401040205,Mays Branch,62.84,IN,5760.037109375,14.4000927734375
051401010905,051401010906,Knob Creek,50.82,IN,841.5633544921875,2.1039083862304686
051401040202,051401040205,South Fork Buck Creek,61.44,IN,3828.657470703125,9.571643676757812
051401010804,051401010805,Sinking Fork,72.78,IN,4833.47509765625,12.083687744140626
051401040302,051401040304,Little Indian Creek,67.89,IN,581.43365478515625,1.4535841369628906
051401040304,051401040401,Richland Creek-Indian Creek,64.44,IN,1907.9591064453125,4.7698977661132815
051401040602,051401040604,Town of New Pekin-South Fork Blue River,48.96,IN,2174.33349609375,5.435833740234375
051401040605,051401040606,Town of Palmyra,60.2,IN,9042.1875,22.60546875
051401040702,051401040706,Middle Fork Blue River,104.15,IN,9257.4609375,23.14365234375
051401040705,051401040706,Town of Rosebud,64,IN,9155.6767578125,22.88919189453125
051401040706,051401040805,Town of Organ Springs-Blue River,50.56,IN,4165.72900390625,10.414322509765626
051401040803,051401040804,Cider Fork,50.63,IN,882.30596923828125,2.2057649230957033
051402010906,051402010908,Coles Creek,101.08,IN,12153.7744140625,30.38443603515625
051402020101,051402020103,Hurricane Creek,42.15,IN,11506.83984375,28.767099609375
051402020102,051402020104,Sand Creek,45.54,IN,14671.7431640625,36.67935791015625
051402010903,051402010904,Sugar Creek-Pokeberry Creek,47.84,IN,8800.4228515625,22.00105712890625
051402011001,051402011002,Headwaters Otter Creek,57.52,IN,4466.77734375,11.166943359375
051402011004,051402011006,Caney Creek-Little Pigeon Creek,66.94,IN,12995.314453125,32.4882861328125
051402011101,051402011102,Headwaters Cypress Creek,75.64,IN,6339.81201171875,15.849530029296876
051402020103,051402020104,West Fork Pigeon Creek,77.12,IN,24994.88671875,62.487216796875
051402020104,051402020106,Headwaters Pigeon Creek,45.76,IN,12932.775390625,32.3319384765625
051402020107,051402020203,Smith Fork-Pigeon Creek,45.61,IN,11771.3447265625,29.42836181640625
